iso3_country,original_inventory_sector,start_time,end_time,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
BEL,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,co2,13028.841934607948,tonnes,annual,2023-10-10 22:40:44.701947,2023-10-27 23:15:09.886934
BEL,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_100yr,22254.57451051983,tonnes,annual,2023-10-10 22:40:44.701981,2023-11-09 22:35:18.89523
BEL,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_20yr,38569.88010617605,tonnes,annual,2023-10-10 22:40:44.70199,2023-10-27 23:15:09.886934
BEL,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.70197,
BEL,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,ch4,286.52442386595646,tonnes,annual,2023-10-10 22:40:44.756418,2023-10-27 23:15:09.963406
BEL,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,co2,12317.997868070595,tonnes,annual,2023-10-10 22:40:44.756408,2023-10-27 23:15:09.963406
BEL,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_100yr,20856.425699276093,tonnes,annual,2023-10-10 22:40:44.756438,2023-11-09 22:35:18.963609
BEL,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_20yr,35956.262837012,tonnes,annual,2023-10-10 22:40:44.756455,2023-10-27 23:15:09.963406
BEL,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.756429,
BEN,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,ch4,439.69984393887984,tonnes,annual,2023-10-10 22:40:44.380877,2023-10-27 23:15:06.835991
BEN,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,co2,9795.61031858506,tonnes,annual,2023-10-10 22:40:44.380866,2023-10-27 23:15:06.835991
BEN,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_100yr,22898.66566796368,tonnes,annual,2023-10-10 22:40:44.380898,2023-11-09 22:35:16.13567
BEN,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_20yr,46070.84744354265,tonnes,annual,2023-10-10 22:40:44.380907,2023-10-27 23:15:06.835991
BEN,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.380888,
BEN,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,ch4,481.02848663405126,tonnes,annual,2023-10-10 22:40:44.430857,2023-10-27 23:15:09.389772
BEN,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,co2,10741.927710393496,tonnes,annual,2023-10-10 22:40:44.430847,2023-10-27 23:15:09.389772
BEN,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_100yr,25076.576612088225,tonnes,annual,2023-10-10 22:40:44.430878,2023-11-09 22:35:18.479222
BEN,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_20yr,50426.77785770273,tonnes,annual,2023-10-10 22:40:44.430886,2023-10-27 23:15:09.389772
BEN,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.430868,
BEN,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,ch4,473.7097387804271,tonnes,annual,2023-10-10 22:40:44.483138,2023-10-27 23:15:09.480419
BEN,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,co2,10620.046656796052,tonnes,annual,2023-10-10 22:40:44.483111,2023-10-27 23:15:09.480419
BEN,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_100yr,24736.596872452785,tonnes,annual,2023-10-10 22:40:44.483159,2023-11-09 22:35:18.555537
BEN,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_20yr,49701.100106181286,tonnes,annual,2023-10-10 22:40:44.483168,
BEN,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.483149,
BEN,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,ch4,457.4106738188636,tonnes,annual,2023-10-10 22:40:44.537463,2023-10-27 23:15:09.57033
BEN,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,co2,10297.38525742637,tonnes,annual,2023-10-10 22:40:44.537453,2023-10-27 23:15:09.57033
BEN,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_100yr,23928.2233372285,tonnes,annual,2023-10-10 22:40:44.537484,2023-11-09 22:35:18.620909
BEN,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_20yr,48033.76584748261,tonnes,annual,2023-10-10 22:40:44.537492,2023-10-27 23:15:09.57033
BEN,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.537474,
BEN,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,ch4,450.1234435625412,tonnes,annual,2023-10-10 22:40:44.592586,2023-10-27 23:15:09.731119
BEN,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,co2,10176.955126672903,tonnes,annual,2023-10-10 22:40:44.592575,2023-10-27 23:15:09.731119
BEN,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_100yr,23590.633744836632,tonnes,annual,2023-10-10 22:40:44.592607,2023-11-09 22:35:18.754762
BEN,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_20yr,47312.13922058256,tonnes,annual,2023-10-10 22:40:44.592615,
BEN,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.592597,
BEN,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,ch4,405.93172829340347,tonnes,annual,2023-10-10 22:40:44.647105,2023-10-27 23:15:09.806369
BEN,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,co2,9222.909097442684,tonnes,annual,2023-10-10 22:40:44.647094,2023-10-27 23:15:09.806369
BEN,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_100yr,21319.674600586102,tonnes,annual,2023-10-10 22:40:44.647144,2023-11-09 22:35:18.827056
BEN,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_20yr,42712.27668164847,tonnes,annual,2023-10-10 22:40:44.647152,2023-10-27 23:15:09.806369
BEN,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.647133,
BEN,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,ch4,0.0,tonnes,annual,2023-10-10 22:40:45.510043,
BEN,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,co2,0.0,tonnes,annual,2023-10-10 22:40:45.510033,
BEN,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_100yr,0.0,tonnes,annual,2023-10-10 22:40:45.510059,
BEN,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_20yr,0.0,tonnes,annual,2023-10-10 22:40:45.510068,
BEN,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,n2o,0.0,tonnes,annual,2023-10-10 22:40:45.51005,
BEN,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 22:40:45.606462,
BEN,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 22:40:45.606443,
BEN,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 22:40:45.60648,
BEN,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 22:40:45.606508,
BEN,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:45.606471,
BES,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 22:40:44.80897,
BES,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 22:40:44.808959,
BES,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 22:40:44.808993,
BES,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 22:40:44.809008,
BES,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.808978,
BES,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 22:40:44.912256,
BES,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 22:40:44.912244,
BES,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 22:40:44.912274,
BES,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 22:40:44.912282,
BES,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.912264,
BES,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 22:40:45.012365,
BES,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 22:40:45.012353,
BES,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 22:40:45.01239,
BES,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 22:40:45.012399,
BES,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:45.012374,
BES,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 22:40:45.11182,
BES,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 22:40:45.111809,
BES,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 22:40:45.111839,
BES,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 22:40:45.111848,
BES,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:45.111829,
BES,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 22:40:45.213151,
BES,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 22:40:45.213138,
BES,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 22:40:45.21317,
BES,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 22:40:45.213179,
BES,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:45.21316,
BES,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 22:40:45.31345,
BES,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 22:40:45.313439,
BES,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 22:40:45.313469,
BES,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 22:40:45.313486,
BES,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:45.313459,
BES,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 22:40:45.414476,
BES,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 22:40:45.414464,
BES,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 22:40:45.414495,
BES,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 22:40:45.414504,
BES,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:45.414485,
BES,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 22:40:45.519091,
BES,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 22:40:45.51908,
BES,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 22:40:45.51911,
BES,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 22:40:45.519136,
BES,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:45.5191,
BFA,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 22:40:44.908279,
BFA,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 22:40:44.908267,
BFA,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 22:40:44.9083,
BFA,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 22:40:44.908309,
BFA,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.908288,
BFA,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 22:40:45.008758,
BFA,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 22:40:45.008747,
BFA,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 22:40:45.008776,
BFA,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 22:40:45.008785,
BFA,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:45.008766,
BFA,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 22:40:45.108276,
BFA,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 22:40:45.108265,
BFA,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 22:40:45.108294,
BFA,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 22:40:45.108303,
BFA,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:45.108284,
BFA,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 22:40:45.209538,
BFA,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 22:40:45.209527,
BFA,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 22:40:45.209557,
BFA,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 22:40:45.209566,
BFA,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:45.209547,
BFA,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 22:40:45.309954,
BFA,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 22:40:45.309943,
BFA,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 22:40:45.309973,
BFA,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 22:40:45.309982,
BFA,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:45.309962,
BFA,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 22:40:45.410808,
BFA,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 22:40:45.410798,
BFA,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 22:40:45.410827,
BFA,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 22:40:45.410836,
BFA,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:45.410817,
BFA,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 22:40:45.515393,
BFA,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 22:40:45.515382,
BFA,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 22:40:45.515411,
BFA,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 22:40:45.515421,
BFA,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:45.515401,
BFA,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 22:40:45.611793,
BFA,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,co2,,tonnes,annual,2023-10-10 22:40:45.611782,
BFA,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_100yr,,tonnes,annual,2023-10-10 22:40:45.611812,
BFA,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_20yr,,tonnes,annual,2023-10-10 22:40:45.611821,
BFA,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:45.611802,
BGD,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,ch4,157715.20945527192,tonnes,annual,2023-10-10 22:40:44.381451,2023-10-27 23:15:06.835991
BGD,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,co2,5842137.294291678,tonnes,annual,2023-10-10 22:40:44.381428,2023-10-27 23:15:06.835991
BGD,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_100yr,10542050.536058782,tonnes,annual,2023-10-10 22:40:44.381473,2023-11-09 22:35:16.13567
BGD,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_20yr,18853642.07435161,tonnes,annual,2023-10-10 22:40:44.381481,2023-10-27 23:15:06.835991
BGD,oil-and-gas-production-and-transport,2015-01-01 00:00:00,2015-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.381462,
BGD,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,ch4,153448.979220325,tonnes,annual,2023-10-10 22:40:44.431404,2023-10-27 23:15:09.389772
BGD,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,co2,5783465.404024254,tonnes,annual,2023-10-10 22:40:44.431394,2023-10-27 23:15:09.389772
BGD,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_100yr,10356244.98478994,tonnes,annual,2023-10-10 22:40:44.431425,2023-11-09 22:35:18.479222
BGD,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_20yr,18443006.18970107,tonnes,annual,2023-10-10 22:40:44.431433,2023-10-27 23:15:09.389772
BGD,oil-and-gas-production-and-transport,2016-01-01 00:00:00,2016-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.431415,
BGD,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,ch4,165676.21583729188,tonnes,annual,2023-10-10 22:40:44.483804,2023-10-27 23:15:09.480419
BGD,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,co2,6209814.170583209,tonnes,annual,2023-10-10 22:40:44.483794,2023-10-27 23:15:09.480419
BGD,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_100yr,11146965.402534507,tonnes,annual,2023-10-10 22:40:44.483824,2023-11-09 22:35:18.555537
BGD,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_20yr,19878101.977159787,tonnes,annual,2023-10-10 22:40:44.483832,2023-10-27 23:15:09.480419
BGD,oil-and-gas-production-and-transport,2017-01-01 00:00:00,2017-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.483814,
BGD,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,ch4,163388.2712646628,tonnes,annual,2023-10-10 22:40:44.538026,2023-10-27 23:15:09.57033
BGD,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,co2,6115402.797405575,tonnes,annual,2023-10-10 22:40:44.538016,2023-10-27 23:15:09.57033
BGD,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_100yr,10984373.281092526,tonnes,annual,2023-10-10 22:40:44.538045,2023-11-09 22:35:18.620909
BGD,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_20yr,19594935.17674025,tonnes,annual,2023-10-10 22:40:44.538054,2023-10-27 23:15:09.57033
BGD,oil-and-gas-production-and-transport,2018-01-01 00:00:00,2018-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.538036,
BGD,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,ch4,157342.77964949358,tonnes,annual,2023-10-10 22:40:44.593177,2023-10-27 23:15:09.731119
BGD,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,co2,5885566.19906809,tonnes,annual,2023-10-10 22:40:44.593167,2023-10-27 23:15:09.731119
BGD,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_100yr,10574381.032623,tonnes,annual,2023-10-10 22:40:44.593199,2023-11-09 22:35:18.754762
BGD,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_20yr,18866345.52015131,tonnes,annual,2023-10-10 22:40:44.593208,2023-10-27 23:15:09.731119
BGD,oil-and-gas-production-and-transport,2019-01-01 00:00:00,2019-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.593189,
BGD,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,ch4,148229.22280837578,tonnes,annual,2023-10-10 22:40:44.647784,2023-10-27 23:15:09.806369
BGD,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,co2,5513319.40582255,tonnes,annual,2023-10-10 22:40:44.647775,2023-10-27 23:15:09.806369
BGD,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_100yr,9930550.245512148,tonnes,annual,2023-10-10 22:40:44.647804,2023-11-09 22:35:18.827056
BGD,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_20yr,17742230.28751355,tonnes,annual,2023-10-10 22:40:44.647812,2023-10-27 23:15:09.806369
BGD,oil-and-gas-production-and-transport,2020-01-01 00:00:00,2020-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.647795,
BGD,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,ch4,146573.20406711783,tonnes,annual,2023-10-10 22:40:44.702556,2023-10-27 23:15:09.886934
BGD,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,co2,5487451.133577592,tonnes,annual,2023-10-10 22:40:44.702545,2023-10-27 23:15:09.886934
BGD,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_100yr,9855332.614777705,tonnes,annual,2023-10-10 22:40:44.702577,2023-11-09 22:35:18.89523
BGD,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_20yr,17579740.469114814,tonnes,annual,2023-10-10 22:40:44.702585,2023-10-27 23:15:09.886934
BGD,oil-and-gas-production-and-transport,2021-01-01 00:00:00,2021-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 22:40:44.702567,
BGD,oil-and-gas-production-and-transport,2022-01-01 00:00:00,2022-12-31 00:00:00,ch4,139393.98668189492,tonnes,annual,2023-10-10 22:40:44.756989,2023-10-27 23:15:09.963406
